Nome: CAPAO DO LEAO (PELOTAS)
Codigo Estacao: A887
Latitude: -31.8025
Longitude: -52.40722222
Altitude: 13
Situacao: Operante
Data Inicial: 2019-07-17
Data Final: 2019-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número);PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2019-07-31;6;null;null;null;null;null;
2019-08-31;6;99,8;1020,6;12,8;10;3,2;
2019-09-30;9;142,2;1017;14,7;10,6;3,2;
2019-10-31;17;259;1014;18,5;10,7;3,5;
2019-11-30;8;99;1012,2;21,1;9,1;3,8;
2019-12-31;7;37,6;1010,3;22,7;8;3,4;

